"Zone","Counties","Cities","URL","Sex","Cancer","PopTot","AAIR","LCI","UCI","White_PopTot","White_AAIR","White_LCI","White_UCI","Black_PopTot","Black_AAIR","Black_LCI","Black_UCI","Hispanic_PopTot","Hispanic_AAIR","Hispanic_LCI","Hispanic_UCI","Asian_PopTot","Asian_AAIR","Asian_LCI","Asian_UCI","QNSES","PopAll","PerRural","PerUninsured","PerForeignBorn","PerWhite","PerBlack","PerAsian","PerHispanic","PerAsian"
"A1112","Humboldt","Fieldbrook, Westhaven-Moonstone, Arcata, McKinleyville, Willow Creek, Hoopa, Orick, Eureka","https://www.example.com?address=A1112","Male","AllSite",171335,515.0,478.4,553.9,126920,520.4,480.7,563.2,"","","","",16410,370.8,219.4,597.6,"","","","",2,67639,23.5,20.4,5.8,74.1,1.4,3.4,9.2,3.4
"A1112","Humboldt","Fieldbrook, Westhaven-Moonstone, Arcata, McKinleyville, Willow Creek, Hoopa, Orick, Eureka","https://www.example.com?address=A1112","Female","AllSite",166860,443.8,412.3,477.3,122895,453.2,418.2,491.2,"","","","",16015,463.2,306.1,696.8,"","","","",2,67639,23.5,20.4,5.8,74.1,1.4,3.4,9.2,3.4
"A1112","Humboldt","Fieldbrook, Westhaven-Moonstone, Arcata, McKinleyville, Willow Creek, Hoopa, Orick, Eureka","https://www.example.com?address=A1112","Male","Prostate",171335,95.2,79.9,112.9,126920,100.1,83.4,120.1,"","","","",16410,"","","","","","","",2,67639,23.5,20.4,5.8,74.1,1.4,3.4,9.2,3.4
"A1112","Humboldt","Fieldbrook, Westhaven-Moonstone, Arcata, McKinleyville, Willow Creek, Hoopa, Orick, Eureka","https://www.example.com?address=A1112","Female","Breast",166860,122.6,106.4,141.0,122895,129.6,111.2,151.0,"","","","",16015,"","","","","","","",2,67639,23.5,20.4,5.8,74.1,1.4,3.4,9.2,3.4
"A1112","Humboldt","Fieldbrook, Westhaven-Moonstone, Arcata, McKinleyville, Willow Creek, Hoopa, Orick, Eureka","https://www.example.com?address=A1112","Male","Lung",171335,74.9,61.1,91.2,126920,73.2,58.5,91.2,"","","","",16410,"","","","","","","",2,67639,23.5,20.4,5.8,74.1,1.4,3.4,9.2,3.4
"A1112","Humboldt","Fieldbrook, Westhaven-Moonstone, Arcata, McKinleyville, Willow Creek, Hoopa, Orick, Eureka","https://www.example.com?address=A1112","Female","Lung",166860,58.5,47.6,71.6,122895,59.9,48.1,74.8,"","","","",16015,"","","","","","","",2,67639,23.5,20.4,5.8,74.1,1.4,3.4,9.2,3.4
"A1112","Humboldt","Fieldbrook, Westhaven-Moonstone, Arcata, McKinleyville, Willow Creek, Hoopa, Orick, Eureka","https://www.example.com?address=A1112","Male","CRC",171335,44.1,34.0,56.6,126920,41.0,30.7,54.6,"","","","",16410,"","","","","","","",2,67639,23.5,20.4,5.8,74.1,1.4,3.4,9.2,3.4
"A1112","Humboldt","Fieldbrook, Westhaven-Moonstone, Arcata, McKinleyville, Willow Creek, Hoopa, Orick, Eureka","https://www.example.com?address=A1112","Female","CRC",166860,41.0,32.0,52.3,122895,39.5,29.9,52.4,"","","","",16015,"","","","","","","",2,67639,23.5,20.4,5.8,74.1,1.4,3.4,9.2,3.4
"A1112","Humboldt","Fieldbrook, Westhaven-Moonstone, Arcata, McKinleyville, Willow Creek, Hoopa, Orick, Eureka","https://www.example.com?address=A1112","Male","Mela",171335,43.2,33.0,55.9,126920,48.3,36.6,63.4,"","","","",16410,"","","","","","","",2,67639,23.5,20.4,5.8,74.1,1.4,3.4,9.2,3.4
"A1112","Humboldt","Fieldbrook, Westhaven-Moonstone, Arcata, McKinleyville, Willow Creek, Hoopa, Orick, Eureka","https://www.example.com?address=A1112","Female","Mela",166860,22.7,15.9,31.8,122895,25.8,17.7,37.5,"","","","",16015,"","","","","","","",2,67639,23.5,20.4,5.8,74.1,1.4,3.4,9.2,3.4
