"Zone","Counties","Cities","URL","Sex","Cancer","PopTot","AAIR","LCI","UCI","White_PopTot","White_AAIR","White_LCI","White_UCI","Black_PopTot","Black_AAIR","Black_LCI","Black_UCI","Hispanic_PopTot","Hispanic_AAIR","Hispanic_LCI","Hispanic_UCI","Asian_PopTot","Asian_AAIR","Asian_LCI","Asian_UCI","QNSES","PopAll","PerRural","PerUninsured","PerForeignBorn","PerWhite","PerBlack","PerAsian","PerHispanic","PerAsian"
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Male","AllSite",147530,567.4,531.1,605.9,120680,568.8,530.6,609.6,"","","","",12165,468.5,251.7,876.7,"","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","AllSite",157465,501.3,469.9,534.8,130205,504.8,471.1,540.9,"","","","",12320,473.7,322.9,689.8,"","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Male","Prostate",147530,122.8,106.5,141.5,120680,123.3,106.2,143.1,"","","","",12165,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","Breast",157465,156.0,138.5,175.7,130205,153.2,134.7,174.3,"","","","",12320,188.2,101.0,344.9,"","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Male","Lung",147530,88.5,74.5,104.9,120680,89.0,74.4,106.4,"","","","",12165,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","Lung",157465,65.8,55.5,78.2,130205,67.7,56.7,81.0,"","","","",12320,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Male","CRC",147530,43.7,34.0,55.8,120680,43.2,33.1,56.1,"","","","",12165,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","CRC",157465,37.3,29.1,47.6,130205,36.9,28.2,48.2,"","","","",12320,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Male","Mela",147530,56.6,45.6,70.0,120680,58.6,46.8,73.3,"","","","",12165,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","Mela",157465,30.4,22.7,40.5,130205,32.5,24.0,43.9,"","","","",12320,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","Uterine",157465,29.4,22.4,38.6,130205,26.4,19.6,35.9,"","","","",12320,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Male","Lymph",147530,27.4,19.9,37.4,120680,29.4,21.1,40.5,"","","","",12165,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","Lymph",157465,16.4,11.2,24.1,130205,15.7,10.4,23.9,"","","","",12320,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Male","Urinary",147530,19.4,13.1,28.2,120680,19.8,13.2,29.4,"","","","",12165,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","Urinary",157465,"","","",130205,"","","","","","","",12320,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Male","Kidney",147530,16.3,10.8,24.3,120680,16.9,11.1,25.7,"","","","",12165,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","Kidney",157465,8.7,5.2,14.7,130205,9.7,5.8,16.6,"","","","",12320,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Male","Thyroid",147530,"","","",120680,"","","","","","","",12165,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","Thyroid",157465,14.7,9.3,22.6,130205,15.1,9.1,24.2,"","","","",12320,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Male","Liver",147530,14.9,9.5,22.9,120680,13.1,7.7,21.7,"","","","",12165,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","Liver",157465,"","","",130205,"","","","","","","",12320,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Male","Pancreas",147530,16.6,10.9,24.8,120680,17.7,11.5,26.8,"","","","",12165,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Female","Pancreas",157465,12.5,8.1,19.2,130205,13.2,8.4,20.8,"","","","",12320,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Both","AllSite",304995,523.9,500.4,548.4,250885,526.8,501.8,552.9,"","","","",24485,416.9,312.4,555.4,"","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Both","Lung",304995,75.4,66.9,84.9,250885,76.6,67.7,86.8,"","","","",24485,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Both","CRC",304995,39.5,33.3,46.8,250885,39.2,32.6,47.1,"","","","",24485,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Both","Mela",304995,40.9,34.5,48.5,250885,42.9,35.8,51.2,"","","","",24485,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Both","Lymph",304995,21.2,16.7,26.9,250885,21.9,17.0,28.1,"","","","",24485,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Both","Urinary",304995,11.5,8.3,15.8,250885,11.3,8.1,16.0,"","","","",24485,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Both","Kidney",304995,11.5,8.4,15.7,250885,12.3,9.0,17.0,"","","","",24485,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Both","Thyroid",304995,9.4,6.4,13.8,250885,9.9,6.5,14.9,"","","","",24485,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Both","Liver",304995,9.6,6.7,13.8,250885,8.3,5.4,12.8,"","","","",24485,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
"A0629","Shasta","Redding, Shasta Lake","https://www.example.com?address=A0629","Both","Pancreas",304995,14.1,10.5,18.8,250885,14.9,11.0,20.2,"","","","",24485,"","","","","","","",2,60999,3.5,15.5,5.7,82.5,0.8,4.0,7.9,4.0
